Date,Market Cap,Volume,Open,Close
2022-11-11,"
$336,597,208,100
","
$65,200,666,543
","
$17,594.92
","
N/A
"
2022-11-10,"
$301,963,847,694
","
$74,978,675,391
","
$15,742.44
","
$17,594.92
"
2022-11-09,"
$356,871,594,632
","
$92,144,963,385
","
$18,562.35
","
$15,742.44
"
2022-11-08,"
$395,168,506,455
","
$402,755,503,376
","
$20,598
","
$18,562.35
"
2022-11-07,"
$401,869,336,200
","
$303,484,290,671
","
$20,907
","
$20,598
"
2022-11-06,"
$408,892,506,459
","
$326,784,097,745
","
$21,283
","
$20,907
"
2022-11-05,"
$405,987,599,945
","
$429,308,200,555
","
$21,150
","
$21,283
"
2022-11-04,"
$387,756,249,892
","
$36,562,782,564
","
$20,211
","
$21,150
"
2022-11-03,"
$387,015,867,490
","
$44,539,856,162
","
$20,163
","
$20,211
"
2022-11-02,"
$393,218,202,888
","
$32,262,771,911
","
$20,490
","
$20,163
"
2022-11-01,"
$393,311,097,044
","
$37,290,619,695
","
$20,495
","
$20,490
"
2022-10-31,"
$395,548,335,410
","
$24,707,906,149
","
$20,624
","
$20,495
"
2022-10-30,"
$399,135,164,712
","
$32,806,216,911
","
$20,801
","
$20,624
"
2022-10-29,"
$395,201,306,735
","
$36,165,609,165
","
$20,591
","
$20,801
"
2022-10-28,"
$389,238,872,376
","
$41,829,789,298
","
$20,278
","
$20,591
"
2022-10-27,"
$398,674,628,647
","
$50,667,020,408
","
$20,774
","
$20,278
"
2022-10-26,"
$385,476,931,984
","
$39,846,253,139
","
$20,095
","
$20,774
"
2022-10-25,"
$370,622,833,881
","
$28,657,172,009
","
$19,316.94
","
$20,095
"
2022-10-24,"
$375,197,423,662
","
$19,928,822,961
","
$19,574.82
","
$19,316.94
"
2022-10-23,"
$368,484,939,424
","
$13,362,526,958
","
$19,203.87
","
$19,574.82
"
2022-10-22,"
$367,999,082,249
","
$30,297,335,038
","
$19,173.28
","
$19,203.87
"
2022-10-21,"
$365,098,952,755
","
$25,712,511,232
","
$19,031.16
","
$19,173.28
"
2022-10-20,"
$367,085,331,988
","
$23,047,051,893
","
$19,134.24
","
$19,031.16
"
2022-10-19,"
$371,196,833,239
","
$25,848,175,159
","
$19,348.03
","
$19,134.24
"
2022-10-18,"
$375,052,275,830
","
$23,713,928,578
","
$19,557.90
","
$19,348.03
"
2022-10-17,"
$369,552,982,161
","
$15,683,330,320
","
$19,272.92
","
$19,557.90
"
2022-10-16,"
$365,870,425,567
","
$13,103,099,352
","
$19,072.78
","
$19,272.92
"
2022-10-15,"
$367,584,653,731
","
$34,806,651,159
","
$19,198.11
","
$19,072.78
"
2022-10-14,"
$371,647,189,087
","
$37,194,496,438
","
$19,383.94
","
$19,198.11
"
2022-10-13,"
$367,301,644,901
","
$22,339,104,401
","
$19,153.04
","
$19,383.94
"
2022-10-12,"
$365,118,514,776
","
$25,102,717,821
","
$19,058.63
","
$19,153.04
"
2022-10-11,"
$367,207,056,773
","
$23,743,487,601
","
$19,142.69
","
$19,058.63
"
2022-10-10,"
$372,264,710,552
","
$14,404,623,229
","
$19,448.15
","
$19,142.69
"
2022-10-09,"
$372,391,945,609
","
 $12,996,183,216
","
$19,418.04
","
$19,448.15
"
2022-10-08,"
$373,170,861,484
","
$25,445,042,398
","
$19,457.31
","
$19,418.04
"
2022-10-07,"
$382,505,641,462
","
$31,354,758,329
","
$19,949.05
","
$19,457.31
"
2022-10-06,"
$386,368,899,196
","
$29,366,342,083
","
$20,162
","
$19,949.05
"
2022-10-05,"
$390,177,741,507
","
$30,974,520,028
","
$20,345
","
$20,162
"
2022-10-04,"
$375,767,908,259
","
$26,634,227,152
","
$19,620.57
","
$20,345
"
2022-10-03,"
$366,195,863,791
","
$17,859,684,588
","
$19,065.15
","
$19,620.57
"
2022-10-02,"
$370,204,708,063
","
$15,943,514,603
","
$19,314.46
","
$19,065.15
"
2022-10-01,"
$373,222,100,681
","
$37,848,666,331
","
$19,476.93
","
$19,314.46
"
2022-09-30,"
$374,830,625,220
","
$37,537,716,230
","
$19,563.77
","
$19,476.93
"
2022-09-29,"
$372,892,084,645
","
$47,494,258,190
","
$19,444.79
","
$19,563.77
"
2022-09-28,"
$366,383,164,264
","
$52,482,615,484
","
$19,116.33
","
$19,444.79
"
2022-09-27,"
$367,613,056,759
","
$42,560,193,944
","
$19,219.73
","
$19,116.33
"
2022-09-26,"
$360,256,894,978
","
$21,516,374,223
","
$18,809.41
","
$19,219.73
"
2022-09-25,"
$363,168,779,956
","
$24,644,354,422
","
$18,939.97
","
$18,809.41
"
2022-09-24,"
$370,913,140,448
","
$35,506,139,424
","
$19,291.90
","
$18,939.97
"
2022-09-23,"
$372,075,639,498
","
$37,660,914,390
","
$19,464.32
","
$19,291.90
"
2022-09-22,"
$355,194,467,886
","
$41,059,997,265
","
$18,539.64
","
$19,464.32
"
2022-09-21,"
$361,980,678,159
","
$33,890,591,850
","
$18,869.93
","
$18,539.64
"
2022-09-20,"
$374,524,246,937
","
$39,507,938,865
","
$19,570.39
","
$18,869.93
"
2022-09-19,"
$372,598,380,208
","
$28,689,764,414
","
$19,437.16
","
$19,570.39
"
2022-09-18,"
$385,486,747,327
","
$23,394,494,074
","
$20,132
","
$19,437.16
"
2022-09-17,"
$377,988,702,162
","
$30,187,737,710
","
$19,764.41
","
$20,132
"
2022-09-16,"
$377,719,382,182
","
$33,715,957,207
","
$19,702.17
","
$19,764.41
"
2022-09-15,"
$387,486,232,250
","
$35,789,015,870
","
$20,256
","
$19,702.17
"
2022-09-14,"
$386,529,657,259
","
$46,489,890,915
","
$20,185
","
$20,256
"
2022-09-13,"
$427,473,787,888
","
$44,006,486,689
","
$22,340
","
$20,185
"
2022-09-12,"
$416,073,628,622
","
$31,266,252,145
","
$21,740
","
N/A
"
2022-09-11,"
$415,974,687,298
","
$35,941,349,745
","
$21,707
","
$21,740
"
2022-09-10,"
$408,976,281,845
","
$42,487,059,055
","
$21,360
","
$21,707
"
2022-09-09,"
$369,723,445,425
","
$28,936,941,008
","
$19,322.78
","
$21,360
"
2022-09-08,"
$369,340,091,983
","
$30,517,907,004
","
$19,280.63
","
$19,322.78
"
2022-09-07,"
$361,210,437,264
 ","
$39,940,310,406
","
$18,859.50
","
$19,280.63
"
2022-09-06,"
$378,685,143,698
","
$23,522,961,655
","
$19,785.73
","
$18,859.50
"
2022-09-05,"
$382,421,043,401
","
$21,537,524,477
","
$19,980.01
","
$19,785.73
"
2022-09-04,"
$379,422,449,024
","
$20,048,153,187
","
$19,814.56
","
$19,980.01
"
2022-09-03,"
$381,788,074,512
","
$24,078,042,298
","
$19,941.45
","
$19,814.56
"
2022-09-02,"
$385,027,707,311
","
$25,616,737,336
","
$20,154
","
$19,941.45
"
2022-09-01,"
$383,348,414,529
","
$27,825,786,160
","
$20,024
","
$20,154
"
2022-08-31,"
$379,555,151,405
","
$30,308,993,725
","
$19,805.35
","
$20,024
"
2022-08-30,"
$389,119,405,471
","
$28,706,315,246
","
$20,309
","
$19,805.35
"
2022-08-29,"
$376,180,531,071
","
$19,781,826,309
","
 $19,659.25
","
$20,309
"
2022-08-28,"
$383,790,676,114
","
$24,463,219,415
","
$20,070
","
$19,659.25
"
2022-08-27,"
$387,215,087,167
","
$34,910,727,805
","
$20,271
","
$20,070
"
2022-08-26,"
$413,843,488,596
","
$26,767,966,536
","
$21,618
","
$20,271
"
2022-08-25,"
$409,503,007,623
","
$26,855,905,243
","
$21,395
","
$21,618
"
2022-08-24,"
$412,338,357,271
","
$29,331,102,122
","
$21,562
","
$21,395
"
2022-08-23,"
$408,409,110,510
","
$28,856,912,427
","
$21,388
","
$21,562
"
2022-08-22,"
$413,578,924,866
","
$20,476,237,108
","
$21,616
","
$21,388
"
2022-08-21,"
$404,924,875,534
","
$23,809,679,191
","
$21,175
","
$21,616
"
2022-08-20,"
$400,810,425,581
","
$35,142,410,593
","
$20,946
","
$21,175
"
2022-08-19,"
$444,845,955,425
","
$20,228,208,349
","
$23,248
","
$20,946
"
2022-08-18,"
$447,015,816,173
","
$29,567,403,252
","
$23,359
","
$23,248
"
2022-08-17,"
$456,791,042,838
","
$24,971,300,201
","
$23,913
","
$23,359
"
2022-08-16,"
$462,437,221,425
","
$33,404,812,508
","
$24,179
","
$23,913
"
2022-08-15,"
$464,896,345,363
","
$21,287,616,856
","
$24,313
","
$24,179
"
2022-08-14,"
$467,078,368,769
","
$22,240,559,960
","
$24,434
","
$24,313
"
2022-08-13,"
$466,765,701,335
","
$25,195,193,357
","
$24,411
","
$24,434
"
2022-08-12,"
$458,070,674,128
","
$33,892,871,244
","
$23,949
","
$24,411
"
2022-08-11,"
$457,270,455,537
","
$32,215,976,526
","
$23,949
","
$23,949
"
2022-08-10,"
$443,382,534,835
","
$29,738,069,338
 ","
$23,204
","
$23,949
"
2022-08-09,"
$455,450,642,522
","
$27,756,736,787
","
$23,824
","
$23,204
"
2022-08-08,"
$442,979,379,284
","
$14,324,042,469
","
$23,198
","
$23,824
"
2022-08-07,"
$439,414,782,173
","
$14,439,694,271
","
$22,985
","
$23,198
"
2022-08-06,"
$443,821,669,890
","
$27,040,190,910
","
$23,225
","
$22,985
"
2022-08-05,"
$432,420,621,056
","
$23,624,874,220
","
$22,678
","
$23,225
"
2022-08-04,"
$437,035,641,450
","
$41,334,593,234
","
$22,860
","
$22,678
"
2022-08-03,"
$440,954,684,721
","
$35,151,096,517
","
$23,054
","
$22,860
"
2022-08-02,"
$445,958,949,620
","
$44,489,771,147
","
$23,334
","
$23,054
"
2022-08-01,"
$447,051,019,373
","
$31,786,729,326
","
$23,380
","
$23,334
"
2022-07-31,"
$451,726,702,392
","
$62,102,072,347
","
$23,653
","
$23,380
"
2022-07-30,"
$459,609,388,580
","
$41,089,335,196
","
$23,848
","
$23,653
"
2022-07-29,"
$454,806,622,615
","
$55,609,627,981
","
$23,822
","
$23,848
"
2022-07-28,"
$437,193,517,022
","
$54,498,281,944
","
$22,909
","
$23,822
"
2022-07-27,"
$405,692,421,502
","
$53,995,620,035
","
$21,236
","
$22,909
"
2022-07-26,"
$407,480,099,600
","
$42,667,548,129
","
$21,330
","
$21,236
"
2022-07-25,"
$433,819,662,322
","
$33,108,916,659
","
$22,614
","
$21,330
"
2022-07-24,"
$429,803,379,588
","
$42,519,262,113
","
$22,506
","
$22,614
"
2022-07-23,"
$433,485,926,857
","
$40,304,373,301
","
$22,697
","
$22,506
"
2022-07-22,"
$442,379,611,364
","
$63,224,249,258
","
$23,155
","
$22,697
"
2022-07-21,"
$446,130,012,150
","
$40,775,718,994
","
$23,313
","
$23,155
"
2022-07-20,"
$445,889,013,251
","
$57,338,223,362
","
$23,367
","
$23,313
"
2022-07-19,"
$425,756,736,661
","
$58,636,734,705
","
$22,395
","
$23,367
"
2022-07-18,"
$397,660,610,561
","
$29,615,794,461
","
$20,824
","
$22,395
"
2022-07-17,"
$404,705,642,581
","
$42,051,101,695
","
$21,193
","
$20,824
"
2022-07-16,"
$397,285,233,066
","
$46,542,248,374
","
$20,795
","
$21,193
"
2022-07-15,"
$393,104,346,703
","
$28,732,413,537
","
$20,575
","
$20,795
"
2022-07-14,"
$385,462,566,549
","
$28,560,004,361
","
$20,225
","
N/A
"
2022-07-13,"
$370,191,767,291
","
$22,074,971,578
","
$19,350.74
","
$20,225
"
2022-07-12,"
$382,000,290,322
","
$21,319,467,249
","
$19,998.47
","
$19,350.74
"
2022-07-11,"
$398,249,545,889
","
$25,037,950,754
","
$20,860
","
$19,998.47
"
2022-07-10,"
$412,459,838,738
","
$26,211,587,452
","
$21,590
","
$20,860
"
2022-07-09,"
$417,690,286,505
","
$46,645,398,901
","
$21,859
","
$21,590
"
2022-07-08,"
$414,055,638,574
","
$21,927,087,503
","
$21,661
","
$21,859
"
2022-07-07,"
$392,479,833,071
","
$21,755,499,642
","
$20,567
","
$21,661
"
2022-07-06,"
$385,301,783,066
","
$23,623,270,106
","
$20,189
","
$20,567
"
2022-07-05,"
$386,425,176,263
","
$18,634,860,046
","
$20,257
","
$20,189
"
2022-07-04,"
$368,549,364,135
","
 $13,976,969,844
","
$19,310.23
","
$20,257
"
2022-07-03,"
$367,706,689,138
","
$15,601,715,001
","
$19,268.23
","
$19,310.23
"
2022-07-02,"
$370,916,529,919
","
$28,756,781,115
","
$19,407.45
","
$19,268.23
"
2022-07-01,"
$365,984,224,323
","
$22,816,515,395
","
$19,608.40
","
$19,407.45
"
2022-06-30,"
$384,067,866,466
","
$20,744,333,507
","
$20,109
","
$19,608.40
"
2022-06-29,"
$386,606,940,573
","
$18,161,209,601
","
$20,283
","
$20,109
"
2022-06-28,"
$395,914,576,106
","
$17,719,011,288
","
$20,751
","
$20,283
"
2022-06-27,"
$401,645,800,330
","
$15,392,697,878
","
$21,053
","
$20,751
"
2022-06-26,"
$410,110,791,491
","
$16,152,442,749
","
$21,526
","
$21,053
"
2022-06-25,"
$407,086,114,490
","
$21,955,656,696
","
$21,263
","
 $21,526
"
2022-06-24,"
$402,495,826,231
","
$23,655,104,387
","
$21,100
","
$21,263
"
2022-06-23,"
$381,616,262,301
","
$24,955,466,738
","
$19,983.57
","
$21,100
"
2022-06-22,"
$395,059,669,321
","
$25,340,643,363
","
$20,701
","
$19,983.57
"
2022-06-21,"
$392,793,374,516
","
$28,346,447,997
","
$20,637
","
$20,701
"
2022-06-20,"
$390,555,374,757
","
$32,488,136,326
","
$20,516
","
$20,637
"
2022-06-19,"
$362,303,884,192
","
$38,920,632,524
","
$19,047.42
","
$20,516
"
2022-06-18,"
$391,441,740,414
","
$24,232,922,585
","
$20,473
","
$19,047.42
"
2022-06-17,"
$389,181,727,346
","
$27,449,277,946
","
$20,409
","
$20,473
"
2022-06-16,"
$429,887,916,885
","
$52,027,211,447
","
$22,529
","
$20,409
"
2022-06-15,"
 $423,044,474,597
","
$47,639,470,968
","
$22,245
","
$22,529
"
2022-06-14,"
$429,492,202,561
","
$64,852,526,179
","
$22,526
","
$22,245
"
2022-06-13,"
$514,202,090,511
","
$29,834,061,116
","
$26,767
","
$22,526
"
2022-06-12,"
$540,789,214,974
","
$22,518,366,770
","
$28,374
","
$26,767
"
2022-06-11,"
$554,622,874,799
","
$25,663,085,729
","
$29,101
","
$28,374
"
2022-06-10,"
$573,819,802,895
","
$18,871,591,862
","
$30,101
","
$29,101
"
2022-06-09,"
$576,238,781,341
","
$27,080,284,929
","
$30,229
","
$30,101
"
2022-06-08,"
$597,205,650,753
","
$36,111,325,508
","
$31,265
","
$30,229
"
2022-06-07,"
$597,966,736,177
","
$27,644,798,123
","
$31,373
","
$31,265
"
2022-06-06,"
$570,209,935,092
","
$13,395,229,055
","
$29,918
 ","
$31,373
"
2022-06-05,"
$568,340,135,127
","
$12,911,383,482
","
$29,872
","
$29,918
"
2022-06-04,"
$566,275,595,800
","
$21,997,859,591
","
$29,714
","
$29,872
"
2022-06-03,"
$580,863,150,152
","
$24,232,399,986
","
$30,481
","
$29,714
"
2022-06-02,"
$569,001,624,438
","
$35,553,330,792
","
$29,833
","
$30,481
"
2022-06-01,"
$607,393,396,319
","
$29,770,567,353
","
$31,866
","
$29,833
"
2022-05-31,"
$604,926,607,441
","
$34,891,305,295
","
$31,741
","
$31,866
"
2022-05-30,"
$561,771,345,709
","
$14,496,111,398
","
$29,493
","
$31,741
"
2022-05-29,"
$554,938,694,217
","
$15,406,515,373
","
$29,088
","
$29,493
"
2022-05-28,"
$545,752,899,522
","
$31,756,305,901
","
$28,647
","
$29,088
"
2022-05-27,"
$559,066,076,344
","
$31,972,044,692
","
$29,347
","
$28,647
"
2022-05-26,"
$563,577,022,958
","
$23,108,764,916
","
$29,585
","
$29,347
"
2022-05-25,"
$564,885,248,022
","
$23,486,436,837
","
$29,655
","
$29,585
"
2022-05-24,"
$555,459,414,424
","
$26,646,754,325
","
$29,163
","
$29,655
"
2022-05-23,"
$578,090,387,085
","
$17,199,930,155
","
$30,351
","
$29,163
"
2022-05-22,"
$561,696,351,559
","
$13,561,006,428
","
$29,492
","
$30,351
"
2022-05-21,"
$557,201,657,281
","
$25,980,877,920
","
$29,257
","
$29,492
"
2022-05-20,"
$578,678,245,848
","
$29,190,056,577
","
$30,382
","
$29,257
"
2022-05-19,"
$547,927,169,401
","
$26,219,431,165
","
$28,772
","
$30,382
"
2022-05-18,"
$581,272,773,176
","
$24,964,703,224
","
$30,502
","
$28,772
"
2022-05-17,"
$569,801,943,005
","
$28,418,179,221
","
$29,924
","
$30,502
"
2022-05-16,"
$596,346,266,889
","
$22,948,123,704
","
$31,319
","
$29,924
"
2022-05-15,"
$573,777,699,744
","
$25,759,546,764
","
$30,189
","
N/A
"
2022-05-14,"
$558,053,182,541
","
$71,541,696,924
","
$29,311
","
$30,189
"
2022-05-13,"
$555,266,177,877
","
$61,338,080,284
","
$29,126
","
$29,311
"
2022-05-12,"
$549,294,001,873
","
$65,985,702,702
","
$28,913
","
$29,126
"
2022-05-11,"
$590,644,412,747
","
$54,071,363,210
","
$31,027
","
$28,913
"
2022-05-10,"
$576,197,842,488
","
$58,369,928,594
","
$30,270
","
$31,027
"
2022-05-09,"
$648,514,321,642
","
$30,810,576,502
","
$34,070
","
$30,270
"
2022-05-08,"
$678,702,448,511
","
$19,130,720,395
","
$35,573
","
$34,070
"
2022-05-07,"
$687,093,350,325
","
$32,223,287,014
","
$36,116
","
$35,573
"
2022-05-06,"
$696,020,943,882
","
$37,402,043,366
","
$36,612
","
$36,116
"
2022-05-05,"
$755,764,276,889
","
$31,748,901,527
","
$39,699
","
$36,612
"
2022-05-04,"
$718,542,028,696
","
$23,070,122,642
","
$37,758
","
$39,699
"
2022-05-03,"
$733,787,526,678
","
$29,825,308,569
","
$38,562
","
$37,758
"
2022-05-02,"
$733,294,957,353
","
$24,857,664,487
","
$38,538
","
$38,562
"
2022-05-01,"
$719,611,115,951
","
$20,955,789,685
","
$37,821
","
$38,538
"
2022-04-30,"
$735,829,877,666
","
$27,758,348,826
","
$38,651
","
$37,821
"
2022-04-29,"
$756,090,806,421
","
$31,484,572,271
","
$39,742
","
$38,651
"
